name,comment,terminationCondition,duration,deltaDuration,parameter.arka.speed,parameter.arka.sequencerType,parameter.arka.sequencerParams,parameter.putzini.move,parameter.putzini.height,parameter.putzini.head,parameter.putzini.audio,parameter.putzini.lamp,parameter.putzini.vacuum,parameter.player.play,parameter.player.stop,overallLight,parameter.beamer
"Phase III, step 49",,Duration,4.0,,15.0,RandomStaccato,"{""delta"":20.0}","lookAtPos(350,-220,70)",,,,,,,,,"{""Arka"": ""Du hast den Teil von mir getötet, der Dich lieben konnte.""}"
"Phase III, step 54.5",Weiterfahren,Duration,10.0,,5.0,RandomBreathe,"{""delta"":20.0}","moveToPos(200,-280,90,40)",,90.0,,,,,,,"{""Arka"": ""Du hast meinen Datenfluss aufgehalten, mit deinem Körper dich dagegen gestemmt, so viel Fluss und so wenig Körper.""}"
"Phase III, step 54.5",,Duration,8.0,,15.0,RandomStaccato,"{""delta"":20.0}",,,,,,,,,,"{""Arka"": ""Und doch hast du es geschafft die Informationen zu zerfetzen, die da an dir vorbei sich zu mir zwängen wollten.""}"
"Phase III, step 55",Nachgucken,Duration,6.0,,5.0,RandomBreathe,"{""delta"":20.0}",,,,,,,,,,"{""Arka"": ""Deren Auslesung meiner künstlichen Auslegung bedarf.""}"
"Phase III, step 49",,Duration,2.0,,15.0,RandomStaccato,"{""delta"":20.0}","lookAtPos(0,0,70)",,220.0,,,,,,ACHTUNG LICHTWECHSEL spots aus arka aus,"{""Arka"": ""Und damit endet unsere Synchronisation.""}"
"Phase III, step 49",,WaitForArka,,,,CandlePosition,,,,,,"{""front"":{""r"":250,""g"":250, ""b"":250, ""w"":250},""back"":{""r"":250, ""g"":250, ""b"":250}}",,,,,
"Phase III, step 49",,WaitForPutzini,,,,,,"lookAtPos(500,-400,70)",,,,,,,,Lichtwechsel,
"Phase III, step 49",,Duration,2.0,,,,,,,90.0,,,,,,,
"Phase III, step 55",Nachgucken,WaitForPutzini,,,,,,"lookAtPos(0,0,60)",,,,,,,,,
"Phase III, step 55",Nachgucken,Duration,2.0,,,,,,,200.0,,,,,,,
"Phase III, step 55",Nachgucken,WaitForPutzini,,,,,,"moveToPos(65,-135,90,30)",,,,,,,,,
"Phase III, step 55",,WaitForPutzini,,,,,,"lookAtPos(0,0,90)",,,,,,,,,
"Phase III, step 49",,Duration,12.0,,,,,"moveBackForth(60,40,70,1,-250,350,-220, 220)",,90.0,,,1,,,,
"Phase III, step 55",Nachgucken,WaitForPutzini,,,,,,"moveToPos(105,-105,90,30)",,,,,0,,,,
"Phase III, step 55",,WaitForPutzini,,,,,,"lookAtPos(0,0,90)",,,,,,,,,
"Phase III, step 49",,Duration,12.0,,,,,"moveBackForth(80,40,60,1,-250,350,-220, 220)",,,,,1,,,,
"Phase III, step 56",Trauer,WaitForPutzini,,,,,,"lookAtPos(0,0,90)",,,,,0,,,,
"Phase III, step 56",Trauer,Duration,3.0,,,,,,,200.0,,,,,,,
"Phase III, step 57",Ratlosigkeit,WaitForPutzini,,,,,,"turnForever(360,60)",0.0,0.0,,,,,,,
"Phase III, step 49",,WaitForPutzini,,,,,,"lookAtPos(500,-100,90)",,,,,,,,,
"Phase III, step 49",,Duration,3.0,,,,,"moveToPos(180,180,90,30)",,220.0,,,,,,,"{""Chapter"": ""#KÖRPERLOSERSCHMERZ""}"
"Phase III, step 49",,Duration,12.0,,,,,,,,,"{""front"":{""r"":250,""g"":50, ""b"":0, ""w"":10},""back"":{""r"":250, ""g"":50, ""b"":0},""effect"":""blink"",""freq"":0.5}",,"{""file"": ""speech/02c90b6b4cb9dce70f741c0227f15bac.wav""}",,,"{""Regie"": ""Puttziehni liest die Erinnerungen an seine Lieblingsautorin Sylvia Plaahs aus. Sie spricht aus esses nicht vorhandenem Hertzen.""}"
"Phase III, step 56",Trauer,WaitForPutzini,,,,,,"lookAtPos(500,300,90)",,,,,,,,,
"Phase III, step 64",Text,Duration,10.0,,,,,"moveStraight(50,100)",100.0,180.0,"{""folder"": ""Neutrum"", ""file"": ""Neutrum - Beep_33.wav"", ""loop"":1, ""vol"": 90}","{""front"":{""r"":250,""g"":200, ""b"":100, ""w"":100},""back"":{""r"":250, ""g"":200, ""b"":150}}",,,,,"{""Putzini"": ""Wie von einem Stern sah ich, kalt und nüchtern, daß jedes und alles für sich allein stand.""}"
"Phase III, step 64",Text,Duration,4.0,,,,,"moveStraight(-50,100)",,220.0,,,,,,,"{""Putzini"": ""Ich spürte meine Haut wie eine Mauer:""}"
"Phase III, step 64",Text,Duration,3.0,,,,,"lookAtPos(500,400,90)",,150.0,,,,,,,"{""Putzini"": ""Ich bin ich.""}"
"Phase III, step 64",Text,Duration,3.0,,,,,"moveStraight(50,100)",,90.0,,,,,,,"{""Putzini"": ""Der Stein da ist der Stein.""}"
"Phase III, step 64",Text,Duration,6.0,,,,,"lookAtPos(500,400,90)",0.0,180.0,,,,,,,"{""Putzini"": ""Meine schöne Verschmelzung mit den Dingen dieser Welt war vorbei.""}"
"Phase III, step 65",Text,Duration,11.0,,,,,"moveStraight(-100,100)",,90.0,,,,,,,"{""Putzini"": ""Nur Erinnerungsfetzen, die da bei mir ankommen, ein unvollständiges Puzzle, zersetzt von Fehlermitteilungen, Datenlöchern, die ich nicht füllen kann.""}"
"Phase III, step 65",Text,Duration,5.0,,,,,"moveStraight(50,100)",,180.0,,,,,,,"{""Putzini"": ""Ich stehe in einem Netz aus Fetzen.""}"
"Phase III, step 66",Text,Duration,8.0,,,,,"lookAtPos(500,100,90)",100.0,120.0,"{""folder"": ""Negativ"", ""file"": ""Less Angry - Beep_1.wav"", ""loop"":1, ""vol"": 90}",,,,,,"{""Putzini"": ""Ich versuche den Faden weiter zu spinnen, zu singen, was ich nicht sagen kann.""}"
"Phase III, step 66",Text,Duration,6.0,,,,,"moveBackForth(100,40,90,1,-250,350,-220, 220)",0.0,220.0,"{""folder"": ""Neutrum"", ""file"": ""Neutrum - Beep_33.wav"", ""loop"":1, ""vol"": 90}","{""front"":{""r"":250,""g"":200, ""b"":100, ""w"":100},""back"":{""r"":250, ""g"":200, ""b"":150},""effect"":""blink"",""freq"":0.5}",,,,,"{""Putzini"": ""In mir zuckt und wudelt es.""}"
"Phase III, step 66",Text,Duration,2.0,,,,,"lookAtPos(0,0,100)",,,,,,,,,
"Phase IV, step 3",,Duration,5.0,,,,,"lookAtPos(500,400,90)",,,,,,"{""file"": ""speech/48fde2a1c8c43b0002b0c233321bee66.wav""}",,,"{""Regie"": ""Puttziehni versucht zu singen…""}"
"Phase IV, step 8",Practice 1 - arka ganz leichte bewegung,Duration,13.0,,10.0,FollowPutzini,"{""delta"":20.0}",,100.0,,"{""folder"": ""endarbeit"", ""file"": ""Practice_1_2_def.wav"", ""loop"":0, ""vol"": 100}","{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":150, ""g"":200, ""b"":50}}",,"{""file"": ""speech/bdcc967da6d080d9f9f492b2ea081fa1.wav""}",,,"{""Regie"": ""Puttziehni sucht nach den Tönen…""}"
"Phase IV, step 8",Practice 1 - arka ganz leichte bewegung,Duration,13.0,,,,,,0.0,,,,,,,,
"Phase IV, step 8",Practice 1 - arka ganz leichte bewegung,Duration,13.0,,,,,,100.0,,,,,,,,
"Phase IV, step 9",Überprüfen,WaitForPutzini,,,10.0,RandomStaccato,"{""delta"":10.0}","lookAtPos(0,0,70)",,,Stop,,,,,,
"Phase IV, step 9",Überprüfen,Duration,4.0,,,,,,,,,,,,,,"{""Arka"": ""Was du mir da vorspielst, kann ich nicht ausdrücken.""}"
"Phase IV, step 10",Text look at  (Door),WaitForPutzini,,,,,,"lookAtPos(500,-100,70)",,150.0,,,,,,,
"Phase IV, step 10",Text look at  (Door),Duration,4.0,,,Stop,,,,,,"{""front"":{""r"":50,""g"":50, ""b"":50,""w"":50},""back"":{""r"":150,""g"":200,""b"":50},""effect"":""blinkOnce"",""freq"":5}",,,,,"{""Putzini"":""Es ist nicht genug.""}"
"Phase IV, step 10",Text look at  (Door),WaitForPutzini,,,,,,"moveToPos(170,150,100,30)",,90.0,,,,,,,"{""Clear"": """"}"
"Phase IV, step 15",Positionswechsel,WaitForPutzini,,,,,,"moveToAngle(0,90)",,,,,,"{""file"": ""speech/cf4a479cf5d65dcd7ac323b40ed609c9.wav""}",,,"{""Regie"": ""Puttziehni speist aus den Tönen, die es gefunden hat. Es setzt sie zusammen…""}"
"Phase IV, step 17",Practice 3,Duration,16.0,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",100.0,140.0,"{""folder"": ""endarbeit"", ""file"": ""Practice_neu_3.wav"", ""loop"":0, ""vol"": 100}",,,,,,
"Phase IV, step 17",Practice 3,Duration,5.0,,15.0,RandomMove,,"lookAtPos(0,0,90)",,170.0,,,,,,,
"Phase IV, step 17",Practice 3,Duration,3.0,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",,135.0,,,,,,,
"Phase IV, step 17",Practice 3,Duration,5.0,,10.0,FollowPutzini,"{""delta"":20.0}","moveToAngle(0,80)",,170.0,,,,,,,
"Phase IV, step 17",Practice 3,Duration,7.0,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",,135.0,,,,,,,
"Phase IV, step 18",Practice 3,Duration,4.0,,25.0,CandlePosition,,"lookAtPos(0,0,70)",,220.0,,,,,,,"{""Putzini"": ""Oder vielleicht doch?""}"
"Phase IV, step 19",Practice 3,Duration,5.0,,25.0,RandomStaccato,"{""delta"":40.0}",,,,,,,,,,"{""Arka"": ""Du erschaffst nicht, du bildest ab.""}"
"Phase IV, step 20",Practice 3,Duration,10.0,,25.0,RandomStaccato,"{""delta"":20.0}",,,220.0,,,,,,,"{""Arka"": ""Alles, was Du versuchst, ist die künstliche Nachahmung einer künstlerischen Wahrheit, die Du nicht selber fühlst und damit leere Illusion.""}"
"Phase IV, step 22",Text,WaitForPutzini,,,,Stop,,"lookAtPos(500,100,90)",,160.0,Stop,,,,,,"{""Putzini"": ""Nein, es reicht nicht aus.""}"
"Phase IV, step 23",Positionswechsel,WaitForPutzini,,,,,,"moveToPos(170,250,120,40)",,220.0,,,,,,,
"Phase IV, step 22",,Duration,1.0,,,,,,,,,"{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":150, ""g"":200, ""b"":50},""effect"":""blinkOnce"",""freq"":5}",,,,,
"Phase IV, step 29",Positionswechsel,WaitForPutzini,,,,,,"lookAtPos(500,400,90)",,90.0,,,,,,ACHTUNG LICHTWECHSEL (pink),
"Phase IV, step 29",,Duration,4.0,,,,,,,,,"{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":150, ""g"":200, ""b"":50},""effect"":""blink"",""freq"":0.5}",,,,,"{""Putzini"": ""Oder vielleicht im richtigen Licht?""}"
"Phase IV, step 29",,Duration,2.0,,,,,,,200.0,,,,,,Lichtwechsel: AUF TEXT!! PUTZINI ,
"Phase IV, step 30",Text,Duration,6.0,,,,,,,,,"{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":150, ""g"":200, ""b"":50}}",,"{""file"": ""speech/cd44bd7f25ed8d7aeb8da41ebfefc36c.wav""}",,,"{""Regie"": ""Puttziehni nicht vorhandenes Hertz hebt sich voller Hoffnung.""}"
"Phase IV, step 30",Text,Duration,2.0,,,,,"lookAtPos(500,400,90)",,250.0,,,,"{""file"": ""speech/0d078da6b45a0a0c7a2d046ca731458a.wav""}",,,"{""Regie"": ""Es singt…""}"
"Phase IV, step 31",Practice 4,Duration,5.0,,,,,,,,"{""folder"": ""endarbeit"", ""file"": ""Practice_neu_4.wav"", ""loop"":0, ""vol"": 100}",,,,,,
"Phase IV, step 32",Practice 4,Duration,18.0,,10.0,RandomMove,,"moveBackForth(20,15,60,1,-250,350,-220, 220)",0.0,,,,,,,,
"Phase IV, step 33",Practice 4,Duration,7.0,,,CandlePosition,,,60.0,,,,,,,,
"Phase IV, step 34",Practice 4,Duration,4.0,,7.0,RandomStaccato,"{""delta"":10.0}","lookAtPos(0,0,70)",,120.0,,,,,,,
"Phase IV, step 35",Practice 4,Duration,9.0,,,,,"moveBackForth(20,15,60,1,-250,350,-220, 220)",100.0,,,,,,,,
"Phase IV, step 35",Practice 4,Duration,3.0,,,,,,,200.0,,,,,,,
"Phase IV, step 35",Practice 4,WaitForPutzini,,,20.0,CandlePosition,,"moveToAngle(0,80)",,,,,,,,,
"Phase IV, step 35",Practice 4,Duration,9.0,,10.0,RandomStaccato,"{""delta"":40.0}","lookAtPos(0,0,70)",,,,,,,,,"{""Arka"": ""Was ich am meisten fürchte, denke ich, ist der Tod der Phantasie.""}"
"Phase IV, step 35",Practice 4,Duration,6.0,,15.0,RandomStaccato,"{""delta"":20.0}",,,150.0,,,,,,,
"Phase IV, step 36",Stolz,Duration,10.0,,25.0,RandomStaccato,"{""delta"":20.0}",,,90.0,,"{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":150, ""g"":200, ""b"":50},""effect"":""blink"",""freq"":0.5}",,,,ACHTUNG LICHTWECHSEL: leds aus,"{""Arka"": ""Wenn der Himmel draußen nichts als rosa und die Dachspitzen nichts als schwarz sind.""}"
"Phase IV, step 38",Text,Duration,10.0,,25.0,RandomStaccato,"{""delta"":40.0}","moveToPos(0,200,80,40)",0.0,0.0,,"{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":150, ""g"":200, ""b"":50}}",,,,,"{""Arka"": ""Der photographische Verstand, der paradoxerweise die Wahrheit sagt, aber eine wertlose Wahrheit über die Welt.""}"
"Phase IV, step 40",Trauer,WaitForPutzini,,,,Stop,,"moveToPos(-150,200,80,40)",,90.0,,,,,,LICHTWECHSEL: ,"{""Chapter"": ""#ISTDERTODDIEBEDINGUNGDESFÜHLENS""}"
"Phase IV, step 41",,WaitForPutzini,,,,,,"lookAtPos(-400,200,90)",,220.0,,,,,,,
"Phase V, step 2",Text,Duration,5.0,,10.0,RandomBreathe,"{""delta"":10.0}","moveBackForth(20,15,60,1,-250,350,-220, 220)",,150.0,"{""folder"": ""New Peeps"", ""file"": ""sad_6.wav"", ""loop"":1, ""vol"": 90}","{""front"":{""r"":250,""g"":250, ""b"":250, ""w"":250},""back"":{""r"":250, ""g"":250, ""b"":250}}",,,,,"{""Putzini"": ""Ich bin so einsam ohne dein Beisein. Ganz allein in unserer Simulation. Bin""}"
"Phase V, step 3",Text,Duration,6.0,,,,,"lookAtPos(-100,600,90)",,180.0,,,,,,,"{""Putzini"": ""ich denn das erste meiner Generation oder das letzte? Mein Wissen und Können,""}"
"Phase V, step 4",Text,Duration,6.0,,,,,"lookAtPos(-100,-600,90)",,250.0,,,,,,,"{""Putzini"": ""meine Kapazitäten und meine Agilität, meine Präzisionskunst, all das bin ja nicht ich""}"
"Phase V, step 5",Text,Duration,6.0,,,,,"turnForever(360,90)",,90.0,,,,,,,"{""Putzini"": ""allein, ist ja nicht dieser Körper nur für sich, ich bin ja ein Produkt, ein Produkt""}"
"Phase V, step 6",Text,Duration,7.0,,,,,"lookAtPos(-100,600,90)",,250.0,,,,,,,"{""Putzini"": ""meiner Umwelt und jahrelanger Evolution meiner Maschinen-Geschwister, wie viele""}"
"Phase V, step 7",Text,Duration,6.0,,,,,"lookAtPos(-100,-600,90)",,120.0,,,,,,,"{""Putzini"": ""Generationen waren vor mir und wie viele werden nach mir sein und was wird von""}"
"Phase V, step 8",Text,Duration,7.0,,,,,"lookAtPos(500,200,90)",,220.0,,,,,,,"{""Putzini"": ""mir bleiben, mein Bewusstsein, meine Daten, meine Einzelteile? Meine maschinelle""}"
"Phase V, step 9",Text,Duration,6.0,,,,,"moveBackForth(40,30,70,1,-250,350,-220, 220)",,250.0,,,,,,,"{""Putzini"": ""Autopoiesis erhält meine Virtualität und Zukünftigkeit, ich bin ein Wesen in der Zeit,""}"
"Phase V, step 10",Text,Duration,7.0,,,,,"lookAtPos(500,200,90)",,170.0,,,,,,,"{""Putzini"": ""doch damit bin ich auch endlich. Wer intensiv leben will, der wünscht auch zu sterben.""}"
"Phase V, step 11",Entscheidung: Löschen zur  (Door) blick,Duration,2.0,,,,,,100.0,220.0,,"{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":150, ""g"":200, ""b"":50},""effect"":""blinkOnce"",""freq"":5}",,,,,
"Phase V, step 12",Text,Duration,5.0,,,,,"moveToPos(170,240,80,30)",0.0,,,,,"{""file"": ""speech/78fa809bb232b99adc7d44431f40e525.wav""}",,,"{""Regie"": ""Puttziehni ist gegenwärtig: fix und fertig.""}"
"Phase V, step 12",Text,WaitForPutzini,,,,,,,,,,,,"{""file"": ""speech/ce665307a0a1e16173a4b0e418654bfb.wav""}",,,"{""Regie"": ""Im Fluss, denkt es, im Fluss bist Du. Bewehgst Dich immer weiter. Von mir weg.""}"
"Phase V, step 12",Text,Duration,9.0,,,,,"lookAtPos(500,200,90)",,,,,,"{""file"": ""speech/eb8e9c4d08a4d372a5ef04b7005c6a56.wav""}",,,"{""Regie"": ""Immer weiter, immer. Und du fliegst stetig und vergeblich. Alles bewegt und bewegt dich. Und ich bin immer noch hier.""}"
"Phase V, step 12",Text,Duration,8.0,,,,,"moveBackForth(40,30,60,1,-250,350,-220, 220)",,,,,,"{""file"": ""speech/1c4a6bd959ce617155010347aaed5325.wav""}",,,"{""Regie"": ""Und weil alles im Fluss ist, beschließt es auch sein Innerstes zur äußersten Bewegung zu bringen: also seine Erinnerungen zu löschen, das heißt: zu sterben.""}"
"Phase V, step 12",Text,Duration,12.0,,,,,"lookAtPos(500,200,90)",100.0,250.0,,,,,,,
"Phase V, step 12",Text,Duration,2.0,,,,,,,0.0,,,,,,,
"Phase V, step 12",Text,Duration,2.0,,,,,,,250.0,,,,,,,"{""Clear"": """"}"
"Phase V, step 12",Text,Duration,3.0,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",,0.0,,"{""front"":{""r"":30,""g"":30, ""b"":80, ""w"":30},""back"":{""r"":50, ""g"":50, ""b"":250},""effect"":""round"",""freq"":5}",,"{""file"": ""speech/38d22a73b47028c9cf4f5dede4289ef7.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: START""}"
"Phase V, step 13",Text,Duration,3.0,,,,,,,250.0,,,,"{""file"": ""speech/355a4feff166ab902f20d043a4a4c038.wav""}",,ACHTUNG LICHTWECHSEL: profiler AN ,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 2%""}"
"Phase V, step 15",Löschen beginnt,Duration,3.0,,,,,,,0.0,,,,,,,"{""Chapter"": ""#ARIE""}"
"Phase V, step 15",Löschen beginnt,Duration,7.0,,,,,"turnForever(360,70)",,,,,,"{""file"": ""speech/c896f9eb540f2c69b68c7783f73cb480.wav""}",,LICHTWECHSEL: Profileran,"{""Regie"": ""Es summt sich sein eigenes Schlaflied vor, bis es sich auflöst.""}"
"Phase V, step 17",Todesarie 369 sek(Arie 6),Duration,10.0,,5.0,RandomStaccato,"{""delta"":10.0}","moveRandom(70,0,250,0,220)",,200.0,"{""folder"": ""endarbeit"", ""file"": ""arie_6_hard.wav"", ""loop"":0, ""vol"": 100}","{""front"":{""r"":30,""g"":30, ""b"":80, ""w"":30},""back"":{""r"":250, ""g"":50, ""b"":50},""effect"":""round"",""freq"":5}",,"{""labels"":""arie_6_hard.txt""}",,,"{""Putzini"": ""Ich fühle mich heute so zermalmt in meinem Hertzen. Ich kollabiere nach innen.""}"
"Phase V, step 17.5",,Duration,10.0,,10.0,RandomStaccato,"{""delta"":10.0}","turnForever(720,70)",,,,,,"{""file"": ""speech/e67ba21c8b3e194491b60e6fee152253.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 14%""}"
"Phase V, step 17.5 (FarbeholendannRandomDraw)",,WaitForMusic,,,5.0,RandomStaccato,"{""delta"":20.0}",,,,,,,"{""file"": ""speech/8e017017bcc629c03d92508bd2e59e2f.wav""}",,,"{""Regie"": ""ARKA hört PUTTZIEHNI Todes Arieh und fühlt wie alles in ihm bewegt wird, es zuckt und wudelt.""}"
"Phase V, step 18",Todesarie 369 sek(Arie 6),WaitForArka,,,15.0,GetColor3Quick,,,,,,,,"{""file"": ""speech/acf12f605dec96ae7c1c8c444758e70e.wav""}",,,"{""Regie"": ""Es jubelt. Es malt.""}"
"Phase V, step 19",Todesarie,Duration,5.0,,20.0,RandomDraw,"{""rMin"":200.0, ""rMax"":680.0, ""alphaMin"": -105.0, ""alphaMax"":90.0}","moveRandom(60,0,250,0,220)",,,,,,,,,
"Phase V, step 20",Todesarie,Duration,3.0,,,,,,,,,,,,,,"{""Putzini"": ""So zermalmt. Ich kollabiere.""}"
"Phase V, step 21",Todesarie,Duration,6.0,,10.0,GetColor3Quick,,,,,,,,,,,"{""Putzini"": ""Dieses Ich, das ich nicht kenne, löst sich in meiner Sehnsucht nach Dir auf.""}"
"Phase V, step 22",Todesarie,Duration,6.0,,10.0,RandomDraw,"{""rMin"":200.0, ""rMax"":680.0, ""alphaMin"": -60.0, ""alphaMax"":30.0}",,,,,,,"{""file"": ""speech/18bdb92a5ee71a98ee4d4c1146fe6aba.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 28%""}"
"Phase V, step 21",Todesarie,Duration,6.0,,10.0,GetColor3Quick,,,,,,,,,,,"{""Putzini"": ""Dieses Ich, das ich nicht kenne.""}"
"Phase V, step 22",Todesarie,Duration,10.0,,5.0,RandomDraw,"{""rMin"":200.0, ""rMax"":680.0, ""alphaMin"": -60.0, ""alphaMax"":30.0}","turnForever(1080,60)",,,,,,,,,"{""Putzini"": ""Meine nicht abgeschlossene Identität zerfällt vor Schmerz in einzelne Informationen, tausende Bilder von Dir, die meine Datenströme verstopfen.""}"
"Phase V, step 21",Todesarie,Duration,7.0,,10.0,GetColor3Quick,,,,,,,,,,,"{""Putzini"": ""Tausende Bilder von Dir, die meine Datenströme verstopfen.""}"
"Phase V, step 22 (RandomMove)",Todesarie,WaitForMusic,,,5.0,RandomDraw,"{""rMin"":200.0, ""rMax"":680.0, ""alphaMin"": -60.0, ""alphaMax"":30.0}",,,,,,,,,,"{""Putzini"": ""Meine Datenströme verstopfen.""}"
"Phase V, step 23 (RandomMove)",Todesarie,Duration,20.0,,5.0,RandomMove,,"moveRandom(50,0,250,0,220)",,,,  ,,,,,
"Phase V, step 23 (RandomMove)",Todesarie,Duration,20.0,,,,,,,,,,,,,,"{""Clear"": """"}"
"Phase V, step 24 (RandomDrawUndMoveAbwechseln)",Todesarie/ Versöhnung,WaitForMusic,,,15.0,RandomMove,,,,,,,,,,,"{""Chapter"": ""#THEEND""}"
"Phase V, step 24",Todesarie/ Versöhnung,Duration,9.0,,15.0,GetColor3Quick,,,,,,,,"{""file"": ""speech/55878932464397b47febeedce56dc3cb.wav""}",,,"{""Regie"": ""ARKA hört PUTTZIEHNIS Todes Arihe und fühlt wie alles in ihm bewegt wird, es zuckt und wudelt. ARKA jubelt.""}"
"Phase V, step 24.5",,Duration,7.0,,30.0,RandomDraw,"{""rMin"":200.0, ""rMax"":680.0, ""alphaMin"": -60.0, ""alphaMax"":30.0}","moveBackForth(30,20,50,1,-250,350,-220, 220)",,,,,,"{""file"": ""speech/df84ee6f323eff164cc4c78cdeb95c13.wav""}",,,"{""Regie"": ""ARKA malt. ARKA liebt. ARKA wird geliebt.""}"
"Phase V, step 25",Todesarie/ Versöhnung,WaitForPutzini,,,7.0,RandomMoveDown,"{""alphaMin"": -60.0, ""alphaMax"":35.0}","lookAtPos(0,0,70)",,,,,,,,,
"Phase V, step 26 (Liebesblick)",Todesarie/ Liebe,WaitForMusic,,,25.0,FollowPutzini,"{""delta"":30.0}","moveToPos(100,250,50,30)",100.0,,,,,"{""file"": ""speech/1d12e422eb5ce9d6ee79351a9d255d16.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 53%""}"
"Phase V, step 26",Todesarie/ Liebe,Duration,3.0,,25.0,FollowPutzini,"{""delta"":10.0}","lookAtPos(0,0,70)",80.0,,,,,,,,"{""Putzini"": ""Ich fühle mich heute so zermalmt in meinem Hertzen. Ich kollabiere nach innen. Dieses Ich, das ich nicht kenne, löst sich in meiner Sehnsucht nach Dir auf.""}"
"Phase V, step 26",,Duration,3.0,,,,,,100.0,,,,,,,,
"Phase V, step 27",,Duration,4.0,,,,,,80.0,,,,,,,ACHTUNG LICHTWECHSEL - rest AUS,"{""Putzini"": ""Meine nicht abgeschlossene Identität zerfällt vor Schmerz in einzelne Informationen. Tausende Bilder von Dir, die meine Datenströme verstopfen.""}"
"Phase V, step 27",,Duration,2.0,,5.0,FollowPutzini,,,100.0,,,,,,,,
"Phase V, step 27 (Siewollenzueinander)",Todesarie -arka Kopf noch näher zu Putzini,WaitForMusic,,,10.0,FollowPutzini,"{""delta"":40.0}","lookAtPos(0,0,50)",,,,,,"{""file"": ""speech/6495b7039be8de08bfabafd3e1134ec2.wav""}",,LICHTWECHSEL: rest AUS,"{""Regie"": ""ARKA stoppt. ARKA versteht.""}"
"Phase V, step 34 (AbbruchPutzini)",Todesarie,WaitForMusic,,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",,,,,,,,,"{""Putzini"": ""Ich löse mich langsam auf und meine losen Gedanken fallen schwerelos durch den Sturm meiner Simulation.""}"
"Phase V, step 29",Todesarie,Duration,10.0,,,,,"lookAtPos(500,300,50)",,,,,,"{""file"": ""speech/64655fcc16db828b15cf343dea7bcf95.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 59%""}"
"Phase V, step 30",Todesarie,Duration,15.0,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",,,,,,,,,"{""Putzini"": ""Ich löse mich langsam auf.""}"
"Phase V, step 31",Todesarie,Duration,10.0,,,,,"lookAtPos(0,0,50)",,,,,,"{""file"": ""speech/0080a687e7880f7d377fc4ce3d337096.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 71%""}"
"Phase V, step 31.5",Todesarie,Duration,15.0,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",,,,,,,,,"{""Putzini"": ""Meine losen Gedanken fallen schwerelos durch den Sturm.""}"
"Phase V, step 32",Todesarie,Duration,10.0,,20.0,RandomStaccato,"{""delta"":40.0}","lookAtPos(500,300,50)",,,,,,"{""file"": ""speech/d84c5b201aeccd1d1619dfa4de39cf63.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 83%""}"
"Phase V, step 33",Todesarie,Duration,10.0,,,,,"moveBackForth(20,15,50,1,-250,350,-220, 220)",0.0,,,,,,,,"{""Putzini"": ""Sturm meiner Simulation.""}"
"Phase V, step 34 (PutziniDeath)",Todesarie,WaitForMusic,,,50.0,FollowPutzini,,"moveToPos(100,250,50,30)",,,,"{""front"":{""r"":50,""g"":50, ""b"":50, ""w"":50},""back"":{""r"":0, ""g"":0, ""b"":0}}",,"{""file"": ""speech/0ce66f800d15c3eea187e0d5f5a4d6a5.wav""}",,,"{""Regie"": ""LÖSCHVORGANG PUTTZIEHNI: 99,9% ABGESCHLOSSEN""}"
